IC_GROUP0;IC_GROUP1;IC_GROUP2;IE_NAME;IE_CODE;IE_PREVIEW_TEXT;IE_PREVIEW_PICTURE;IE_DETAIL_PICTURE
BoneTrust;абатменты;эстетические;261-303030 CONE PLUS;261-303030-cone-plus;Абатмент Lucky Lock с набором матриц из 4 элементов, высота десны 3 мм, ;109.png;109.png
BoneTrust;абатменты;эстетические;261-303010 CONE PLUS;261-303010-cone-plus;Абатмент Lucky Lock с набором матриц из 4 элементов, высота десны 1 мм, ;108.png;108.png
BoneTrust;абатменты;эстетические;260-155005 CONE PLUS;260-155005-cone-plus;Абатмент эстетический 15°, ;104_82_527.png;104_82_527.png
BoneTrust;абатменты;эстетические;260-154005 CONE PLUS;260-154005-cone-plus;Абатмент эстетический 20°, ;104_29_332.png;104_29_332.png
BoneTrust;абатменты;эстетические;260-153405 CONE PLUS;260-153405-cone-plus;Абатмент эстетический 15°, ;104_49_852.png;104_49_852.png
BoneTrust;абатменты;эстетические;260-153005 CONE PLUS;260-153005-cone-plus;Абатмент эстетический 15°, ;104_46_873.png;104_46_873.png
BoneTrust;абатменты;эстетические;260-005005 CONE PLUS;260-005005-cone-plus;Абатмент эстетический 0°, ;102_4_8.png;102_4_8.png
BoneTrust;абатменты;эстетические;260-004005 CONE PLUS;260-004005-cone-plus;Абатмент эстетический 0°, ;102.png;102.png
BoneTrust;абатменты;эстетические;260-003405 CONE PLUS;260-003405-cone-plus;Абатмент эстетический 0°, ;100_68_51.png;100_68_51.png
BoneTrust;абатменты;эстетические;260-003005 CONE PLUS;260-003005-cone-plus;Абатмент эстетический 0°, ;100.png;100.png
BoneTrust;абатменты;эстетические;160-155005 Hex Plus;160-155005-hex-plus;Абатмент эстетический 15°, ;_10_tif_82_645.jpg;_10_tif_82_645.jpg
BoneTrust;абатменты;эстетические;166-103440;166-103440;Абатмент эстетический;44.jpg;44.jpg
BoneTrust;абатменты;эстетические;260-205007 Cone Plus;260-205007-cone-plus;Абатмент Wide Body. Керамическая основа. ;106_69_1.png;106_69_1.png
BoneTrust;абатменты;эстетические;260-204007 Cone Plus;260-204007-cone-plus;Wide Body абатмент. Керамическая основа. ;106.png;106.png
BoneTrust;абатменты;эстетические;160-100010 Hex Plus;160-100010-hex-plus;Винт фиксирующий cтандартный, 10 шт.;28_86_928.jpg;28_86_928.jpg
BoneTrust;абатменты;эстетические;160-100004 Hex Plus;160-100004-hex-plus;Винт фиксирующий стандартный, 4 шт.;28_59_545.jpg;28_59_545.jpg
BoneTrust;абатменты;эстетические;160-100001 Hex Plus;160-100001-hex-plus;Винт фиксирующий стандартный;28.jpg;28.jpg
BoneTrust;абатменты;эстетические;160-203407 Hex Plus;160-203407-hex-plus;Абатмент эстетический 20°, ;kartinka_11.jpg;kartinka_11.jpg
BoneTrust;абатменты;эстетические;160-155025 Hex Plus;160-155025-hex-plus;Абатмент эстетический 15°, ;_10_tif_96_381.jpg;_10_tif_96_381.jpg
BoneTrust;абатменты;эстетические;160-154025 Hex Plus;160-154025-hex-plus;Абатмент эстетический 15°, ;_10_tif_82_406.jpg;_10_tif_82_406.jpg
BoneTrust;абатменты;эстетические;160-154005 Hex Plus;160-154005-hex-plus;Абатмент эстетический 15°, ;_10_tif_67_129.jpg;_10_tif_67_129.jpg
BoneTrust;абатменты;эстетические;160-153425 Hex Plus;160-153425-hex-plus;Абатмент эстетический 15°, ;_10_tif_31_802.jpg;_10_tif_31_802.jpg
BoneTrust;абатменты;эстетические;160-153405 Hex Plus;160-153405-hex-plus;Абатмент эстетический 15°, ;_10_tif_10_595.jpg;_10_tif_10_595.jpg
BoneTrust;абатменты;эстетические;160-153005 Hex Plus;160-153005-hex-plus;Абатмент эстетический 15°, ;_10_tif.jpg;_10_tif.jpg
BoneTrust;абатменты;эстетические;160-005025 Hex Plus;160-005025-hex-plus;Абатмент эстетический 0°, ;_8_tif_65_211.jpg;_8_tif_65_211.jpg
BoneTrust;абатменты;эстетические;160-005005 Hex Plus;160-005005-hex-plus;Абатмент эстетический 0°, ;kartinka_6_68_568.jpg;kartinka_6_68_568.jpg
BoneTrust;абатменты;эстетические;160-004045 Hex Plus;160-004045-hex-plus;Абатмент эстетический 0°, ;_8_tif_21_31.jpg;_8_tif_21_31.jpg
BoneTrust;абатменты;эстетические;160-004025 Hex Plus;160-004025-hex-plus;Абатмент эстетический 0°, ;_8_tif.jpg;_8_tif.jpg
BoneTrust;абатменты;эстетические;160-004005 Hex Plus;160-004005-hex-plus;Абатмент эстетический 0°, ;kartinka_6_2_161.jpg;kartinka_6_2_161.jpg
BoneTrust;абатменты;эстетические;160-003445 Hex Plus;160-003445-hex-plus;Абатмент эстетический 0°, ;kartinka_4.jpg;kartinka_4.jpg
BoneTrust;абатменты;эстетические;160-003425 Hex Plus;160-003425-hex-plus;Абатмент эстетический 0°, ;_5_tif.jpg;_5_tif.jpg
BoneTrust;абатменты;эстетические;160-003405 Hex Plus;160-003405-hex-plus;Абатмент эстетический 0°, ;kartinka_6.jpg;kartinka_6.jpg
BoneTrust;абатменты;эстетические;160-003025 Hex Plus;160-003025-hex-plus;Абатмент эстетический 0°, ;kartinka_2.jpg;kartinka_2.jpg
BoneTrust;абатменты;эстетические;160-003005 Hex Plus;160-003005-hex-plus;Абатмент эстетический 0°, ;kartinka_3.jpg;kartinka_3.jpg
BoneTrust;абатменты;эстетические;160-205007 Hex Plus;160-205007-hex-plus;Wide Body абатмент. Керамическая основа ;_13_tif.jpg;_13_tif.jpg
BoneTrust;абатменты;эстетические;160-204007 Hex Plus;160-204007-hex-plus;Wide Body абатмент. Керамическая основа ;kartinka_12.jpg;kartinka_12.jpg
BoneTrust;абатменты;эстетические;160-005030 Hex Plus;160-005030-hex-plus;Wide Body абатмент 0°, ;kartinka_9.jpg;kartinka_9.jpg
BoneTrust;абатменты;эстетические;160-003430 Hex Plus;160-003430-hex-plus;Wide Body абатмент 0°, ;_7_png.jpg;_7_png.jpg
BoneTrust;абатменты;эстетические;260-203407 Cone Plus;260-203407-cone-plus;Абатмент эстетический 20°, ;104.png;104.png
BoneTrust;абатменты;эстетические;260-155025 Cone Plus;260-155025-cone-plus;Абатмент эстетический 15°, ;105_30_651.png;105_30_651.png
BoneTrust;абатменты;эстетические;260-154025 Cone Plus;260-154025-cone-plus;Абатмент эстетический 15°, ;105_4_995.png;105_4_995.png
BoneTrust;абатменты;эстетические;260-153425 Cone Plus;260-153425-cone-plus;Абатмент эстетический 0°, ;105.png;105.png
BoneTrust;абатменты;эстетические;260-005025 Cone Plus;260-005025-cone-plus;Абатмент эстетический 0°, ;103_38_716.png;103_38_716.png
BoneTrust;абатменты;эстетические;260-004045 Cone Plus;260-004045-cone-plus;Абатмент эстетический 0°, ;kartinka_4_21_486.jpg;kartinka_4_21_486.jpg
BoneTrust;абатменты;эстетические;260-004025 Cone Plus;260-004025-cone-plus;Абатмент эстетический 0°, ;103.png;103.png
BoneTrust;абатменты;эстетические;260-003445 Cone Plus;260-003445-cone-plus;Абатмент эстетический 0°, ;kartinka_4_38_468.jpg;kartinka_4_38_468.jpg
BoneTrust;абатменты;эстетические;260-003425 Cone Plus;260-003425-cone-plus;Абатмент эстетический 0°, ;101_23_296.png;101_23_296.png
BoneTrust;абатменты;эстетические;260-003025 Cone Plus;260-003025-cone-plus;Абатмент эстетический 0°, ;101.png;101.png
BoneTrust;абатменты;эстетические;260-005030 Cone Plus;260-005030-cone-plus;Wide Body абатмент ;kartinka_9_35_750.jpg;kartinka_9_35_750.jpg
BoneTrust;абатменты;эстетические;260-003430 Cone Plus;260-003430-cone-plus;Wide Body абатмент 0°, ;107.png;107.png
BoneTrust;имплантаты;;200-040145 HEX PLUS;200-040145-hex-plus;Имплантат шестигранник ;82_8_289.jpg;82_8_289.jpg
BoneTrust;имплантаты;;200-034145 HEX PLUS;200-034145-hex-plus;Имплантат шестигранник ;81_81_714.jpg;81_81_714.jpg
BoneTrust;имплантаты;;210-050130 Cone Plus;210-050130-cone-plus;Имплантат конус ;83_38_278.jpg;83_38_278.jpg
BoneTrust;имплантаты;;210-050115 Cone Plus;210-050115-cone-plus;Имплантат конус ;83_4_98.jpg;83_4_98.jpg
BoneTrust;имплантаты;;210-050100 Cone Plus;210-050100-cone-plus;Имплантат конус ;83_93_971.jpg;83_93_971.jpg
BoneTrust;имплантаты;;210-050080 Cone Plus;210-050080-cone-plus;Имлантат конус ;83_35_431.jpg;83_35_431.jpg
BoneTrust;имплантаты;;210-050065 Cone Plus;210-050065-cone-plus;Имплантат конус ;83_88_607.jpg;83_88_607.jpg
BoneTrust;имплантаты;;210-040145 Cone Plus;210-040145-cone-plus;Имплантат конус ;82_89_798.jpg;82_89_798.jpg
BoneTrust;имплантаты;;210-040130 Cone Plus;210-040130-cone-plus;Имплантат конус ;82_88_852.jpg;82_88_852.jpg
BoneTrust;имплантаты;;210-040115 Cone Plus;210-040115-cone-plus;Имплантат конус ;82_47_698.jpg;82_47_698.jpg
BoneTrust;имплантаты;;210-040100 Cone Plus;210-040100-cone-plus;Имплантат конус ;82_49_422.jpg;82_49_422.jpg
BoneTrust;имплантаты;;210-040080 Cone Plus;210-040080-cone-plus;Имплантат конус ;82_1_782.jpg;82_1_782.jpg
BoneTrust;имплантаты;;210-040065 Cone Plus;210-040065-cone-plus;Имплантат конус ;82_72_498.jpg;82_72_498.jpg
BoneTrust;имплантаты;;210-034145 Cone Plus;210-034145-cone-plus;Имплантат конус ;81_16_476.jpg;81_16_476.jpg
BoneTrust;имплантаты;;210-034130 Cone Plus;210-034130-cone-plus;Имплантат конус ;81_14_247.jpg;81_14_247.jpg
BoneTrust;имплантаты;;210-034115 Cone Plus;210-034115-cone-plus;Имплантат конус ;81_95_720.jpg;81_95_720.jpg
BoneTrust;имплантаты;;210-034100 Cone Plus;210-034100-cone-plus;Имплантат конус ;81_45_546.jpg;81_45_546.jpg
BoneTrust;имплантаты;;210-034080 Cone Plus;210-034080-cone-plus;Импплантат конус ;81_6_209.jpg;81_6_209.jpg
BoneTrust;имплантаты;;210-034065 Cone Plus;210-034065-cone-plus;Имплантат конус ;81_67_352.jpg;81_67_352.jpg
BoneTrust;имплантаты;;210-030130 Cone Plus;210-030130-cone-plus;Имплантат конус ;80_99_110.jpg;80_99_110.jpg
BoneTrust;имплантаты;;210-030115 Cone Plus;210-030115-cone-plus;Имплантат конус ;80_14_509.jpg;80_14_509.jpg
BoneTrust;имплантаты;;210-050120 Cone Plus Sinus;210-050120-cone-plus-sinus;Имплантат ;kartinka_1_61_625.png;kartinka_1_61_625.png
BoneTrust;имплантаты;;210-040120 Cone Plus Sinus;210-040120-cone-plus-sinus;Имплантат ;kartinka_1_80_605.png;kartinka_1_80_605.png
BoneTrust;имплантаты;;220-030130 One;220-030130-one;Имплантат ;84_53_744.jpg;84_53_744.jpg
BoneTrust;имплантаты;;220-030115 One;220-030115-one;Имплантат ;84.jpg;84.jpg
BoneTrust;имплантаты;;240-023130 mini;240-023130-mini;Имплантат ;93_7_241.jpg;93_7_241.jpg
BoneTrust;имплантаты;;240-023115 mini;240-023115-mini;Имплантат ;93.jpg;93.jpg
BoneTrust;имплантаты;;200-050130 Hex Plus;200-050130-hex-plus;Имплантат шестигранник ;83_73_214.jpg;83_73_214.jpg
BoneTrust;имплантаты;;200-050115 Hex Plus;200-050115-hex-plus;Имплантат шестигранник ;83_53_697.jpg;83_53_697.jpg
BoneTrust;имплантаты;;200-050100 Hex Plus;200-050100-hex-plus;Имплантат шестигранник ;83_47_925.jpg;83_47_925.jpg
BoneTrust;имплантаты;;200-050080 Hex Plus;200-050080-hex-plus;Имплантат шестигранник ;83_22_553.jpg;83_22_553.jpg
BoneTrust;имплантаты;;200-050065 Hex Plus;200-050065-hex-plus;Имплантат шестигранник ;83.jpg;83.jpg
BoneTrust;имплантаты;;200-040115 Hex Plus;200-040115-hex-plus;Имплантат шестигранник ;82_64_255.jpg;82_64_255.jpg
BoneTrust;имплантаты;;200-040100 Hex Plus;200-040100-hex-plus;Имплантат шестигранник ;82_7_989.jpg;82_7_989.jpg
BoneTrust;имплантаты;;200-040080 Hex Plus;200-040080-hex-plus;Имплантат шестигранник ;82_10_291.jpg;82_10_291.jpg
BoneTrust;имплантаты;;200-040065 Hex Plus;200-040065-hex-plus;Имплантат шестигранник ;82.jpg;82.jpg
BoneTrust;имплантаты;;200-034130 Hex Plus;200-034130-hex-plus;Имплантат шестигранник ;81_69_92.jpg;81_69_92.jpg
BoneTrust;имплантаты;;200-034115 Hex Plus;200-034115-hex-plus;Имплантат шестигранник ;81_97_730.jpg;81_97_730.jpg
BoneTrust;имплантаты;;200-034100 Hex Plus;200-034100-hex-plus;Имплантат шестигранник ;81_54_744.jpg;81_54_744.jpg
BoneTrust;имплантаты;;200-034080 Hex Plus;200-034080-hex-plus;Имплантат шестигранник ;81_68_911.jpg;81_68_911.jpg
BoneTrust;имплантаты;;200-034065 Hex Plus;200-034065-hex-plus;Имплантат шестигранник ;81.jpg;81.jpg
BoneTrust;имплантаты;;200-030130 Hex Plus;200-030130-hex-plus;Имплантат шестигранник ;80_32_478.jpg;80_32_478.jpg
BoneTrust;имплантаты;;200-030115 Hex Plus;200-030115-hex-plus;Имплантат шестигранник ;80.jpg;80.jpg
BoneTrust;имплантаты;;200-040130 Hex Plus;200-040130-hex-plus;Имплантат шестигранник ;82_91_991.jpg;82_91_991.jpg
BoneTrust;имплантаты;;100-050120 Sinus;100-050120-sinus;Имплантат ;kartinka_1.png;kartinka_1.png
BoneTrust;имплантаты;;100-040120 Sinus;100-040120-sinus;Имплантат ;kartinka_1_2105944553.jpg;kartinka_1_2105944553.jpg
BoneTrust;ортопедия;;165-344057 Cone Plus;165-344057-cone-plus;Винт фиксирующий;39_95_864.jpg;39_95_864.jpg
BoneTrust;планшет и инструменты;;190-300410 Поднос;190-300410-podnos;Поднос хирургический без оборудования ;rmt7978915911952322488.jpg;rmt7978915911952322488.jpg
BoneTrust;планшет и инструменты;;190-101201;190-101201;Отвертка шестиугольная средняя для  установки абатмента в имплант;rmt1546547001776027595.jpg;rmt1546547001776027595.jpg
BoneTrust;планшет и инструменты;;190-101202;190-101202;Отвертка шестиугольная короткая для установки абатмента в имплант;rmt470433805188994032.jpg;rmt470433805188994032.jpg
BoneTrust;планшет и инструменты;;190-303040;190-303040;Отвертка Easy Screw разработки д-ра Дж. Байера, Ландсберг.;79.jpg;79.jpg
BoneTrust;планшет и инструменты;;190-300335 Набор;190-300335-nabor;Набор инструментов для протезирования на лотке.;78_48_175.jpg;78_48_175.jpg
BoneTrust;планшет и инструменты;;190-300334 Набор;190-300334-nabor;Набор инструментов для протезирования на лотке;78.jpg;78.jpg
BoneTrust;планшет и инструменты;;190-300310 Набор;190-300310-nabor;Набор инструментов для имплантологии ;rmt19701226641896885446.jpg;rmt19701226641896885446.jpg
BoneTrust;планшет и инструменты;;190-300300 Набор;190-300300-nabor;Набор инструментов для имплантологии;77_converted.jpg;77_converted.jpg
BoneTrust;планшет и инструменты;;190-300191 Набор;190-300191-nabor;Набор демонстрационный ;rmt6213571321869874944.jpg;rmt6213571321869874944.jpg
BoneTrust;планшет и инструменты;;190-303050 Ключ;190-303050-kluch;Ключ динамометрический для установки имплантов ;rmt514420322185337259.jpg;rmt514420322185337259.jpg
BoneTrust;планшет и инструменты;;190-101220;190-101220;Инструмент для завинчивания Direct для 0°-го абатмента;rmt2288927051727451261.jpg;rmt2288927051727451261.jpg
BoneTrust;планшет и инструменты;;190-301700 Глубиномер;190-301700-glubinometr;Инструмент для контроля над глубиной сверления под имплант;prothetiktray_instrumente_460x3803_42_524.jpg;prothetiktray_instrumente_460x3803_42_524.jpg
BoneTrust;сверла;;191-001200;191-001200;Сверло маркировочное 1,2 мм;rmt45700525875079114.jpg;rmt45700525875079114.jpg
BoneTrust;сверла;;191-004250;191-004250;Сверло 4,25 мм. для предварительного сверления;rmt1394278148445220273.jpg;rmt1394278148445220273.jpg
BoneTrust;сверла;;191-003250;191-003250;Сверло 3,25 мм. для предварительного сверления;rmt6110408851867222034.jpg;rmt6110408851867222034.jpg
BoneTrust;сверла;;191-003100;191-003100;Сверло 3,1 мм. для предварительного сверления;rmt2972549331530136313.jpg;rmt2972549331530136313.jpg
BoneTrust;сверла;;191-002800;191-002800;Сверло 2,8 мм. для предварительного сверления;rmt21144595202119226505.jpg;rmt21144595202119226505.jpg
BoneTrust;сверла;;191-002000;191-002000;Сверло 2 мм. для предварительного сверления;rmt2598372381724242451.jpg;rmt2598372381724242451.jpg
BoneTrust;сверла;;191-500500 Набор;191-500500-nabor;Сверлильный стоп, набор из 15 частей;rmt2017148008226803423.jpg;rmt2017148008226803423.jpg
BoneTrust;трансферы;;280-153400 CONE PLUS;280-153400-cone-plus;Слепочный трансфер для закрытой ложки с винтом и колпачком, длинный, ;138.jpg;138.jpg
BoneTrust;трансферы;;180-255000 HEX PLUS;180-255000-hex-plus;Слепочный трансфер для открытой ложки с фиксирующим винтом, длинный, ;72_83_233.jpg;72_83_233.jpg
BoneTrust;трансферы;;180-254000 HEX PLUS;180-254000-hex-plus;Слепочный трансфер для открытой ложки с фиксирующим винтом, длинный,  ;72_87_292.jpg;72_87_292.jpg
BoneTrust;трансферы;;180-155000 HEX PLUS;180-155000-hex-plus;Слепочный трансфер для закрытой ложки с винтом и колпачком, длинный ;68_15_660.jpg;68_15_660.jpg
BoneTrust;трансферы;;180-154000 HEX PLUS;180-154000-hex-plus;Слепочный трансфер для закрытой ложки с винтом и колпачком, длинный, ;68_52_387.jpg;68_52_387.jpg
BoneTrust;трансферы;;180-153400 HEX PLUS;180-153400-hex-plus;Слепочный трансфер для закрытой ложки с винтом и колпачком, длинный, ;68.jpg;68.jpg
BoneTrust;трансферы;;180-253400 Hex Plus;180-253400-hex-plus;Слепочный трансфер операционный ;72_39_264.jpg;72_39_264.jpg
BoneTrust;трансферы;;180-253000 Hex Plus;180-253000-hex-plus;Слепочный трансфер операционный ;72.jpg;72.jpg
BoneTrust;трансферы;;180-205000 Hex Plus;180-205000-hex-plus;Слепочный трансфер операционный ;71_29_557.jpg;71_29_557.jpg
BoneTrust;трансферы;;180-204000 Hex Plus;180-204000-hex-plus;Слепочный трансфер операционный ;71_14_763.jpg;71_14_763.jpg
BoneTrust;трансферы;;180-203400 Hex Plus;180-203400-hex-plus;Слепочный трансфер операционный ;71_34_26.jpg;71_34_26.jpg
BoneTrust;трансферы;;180-203000 Hex Plus;180-203000-hex-plus;Слепочный трансфер операционный ;71.jpg;71.jpg
BoneTrust;трансферы;;180-105000 Hex Plus;180-105000-hex-plus;По технологии „Pепозиционирование“ ;67_66_512.jpg;67_66_512.jpg
BoneTrust;трансферы;;180-104000 Hex Plus;180-104000-hex-plus;По технологии „Pепозиционирование“ ;67_60_317.jpg;67_60_317.jpg
BoneTrust;трансферы;;180-103400 Hex Plus;180-103400-hex-plus;По технологии „Pепозиционирование“ ;67_84_355.jpg;67_84_355.jpg
BoneTrust;трансферы;;180-103000 Hex Plus;180-103000-hex-plus;По технологии „Pепозиционирование“ ;67.jpg;67.jpg
BoneTrust;трансферы;;180-101550 Hex Plus;180-101550-hex-plus;Слепочный колпачок ;66_75_445.png;66_75_445.png
BoneTrust;трансферы;;180-101540 Hex Plus;180-101540-hex-plus;Слепочный колпачок ;66_20_6.png;66_20_6.png
BoneTrust;трансферы;;180-101534 Hex Plus;180-101534-hex-plus;Слепочный колпачок ;66_74_833.png;66_74_833.png
BoneTrust;трансферы;;180-101530 Hex Plus;180-101530-hex-plus;Слепочный колпачок ;66.png;66.png
BoneTrust;трансферы;;185-030000 Hex Plus;185-030000-hex-plus;Аналог имплантата титановый лабораторный, ;73.jpg;73.jpg
BoneTrust;трансферы;;185-050000 Hex Plus;185-050000-hex-plus;Аналог имплантата титановый лабораторный, ;75.jpg;75.jpg
BoneTrust;трансферы;;185-040000 Hex Plus;185-040000-hex-plus;Аналог имплантата титановый лабораторный, ;76.jpg;76.jpg
BoneTrust;трансферы;;185-034000 Hex Plus;185-034000-hex-plus;Аналог имплантата титановый лабораторный, ;74.jpg;74.jpg
BoneTrust;трансферы;;180-252250 Hex Plus;180-252250-hex-plus;Длинный фиксирующий винт операционный, 27.5 мм;70.jpg;70.jpg
BoneTrust;трансферы;;180-201750 Hex Plus;180-201750-hex-plus;Короткий фиксирующий винт операционный, 18.5 мм;69.jpg;69.jpg
BoneTrust;трансферы;;285-050000 Cone Plus;285-050000-cone-plus;Лабораторный аналог имплантата, ;76_59_745.jpg;76_59_745.jpg
BoneTrust;трансферы;;285-040000 Cone Plus;285-040000-cone-plus;Лабораторный аналог имплантата, ;75_20_540.jpg;75_20_540.jpg
BoneTrust;трансферы;;285-034000 Cone Plus;285-034000-cone-plus;Лабораторный аналог имплантата, ;74_44_565.jpg;74_44_565.jpg
BoneTrust;трансферы;;285-030000 Cone Plus;285-030000-cone-plus;Лабораторный аналог имплантата, ;73_60_655.jpg;73_60_655.jpg
BoneTrust;трансферы;;280-253400 Cone Plus;280-253400-cone-plus;Слепочный трансфер операционный. ;72_99_551.jpg;72_99_551.jpg
BoneTrust;трансферы;;280-253000 Cone Plus;280-253000-cone-plus;Слепочный трансфер по технологии „Pепозиционирование“. ;72_26_345.jpg;72_26_345.jpg
BoneTrust;трансферы;;280-205000 Cone Plus;280-205000-cone-plus;Слепочный трансфер операционный. ;139_83_327.png;139_83_327.png
BoneTrust;трансферы;;280-204000 Cone Plus;280-204000-cone-plus;Слепочный трансфер операционный. ;139_56_200.png;139_56_200.png
BoneTrust;трансферы;;280-203400 Cone Plus;280-203400-cone-plus;Слепочный трансфер операционный. ;139_99_16.png;139_99_16.png
BoneTrust;трансферы;;280-203000 Cone Plus;280-203000-cone-plus;Слепочный трансфер операционный cone+ ;139.png;139.png
BoneTrust;трансферы;;280-105000 Cone Plus;280-105000-cone-plus;Слепочный трансфер по технологии „Pепозиционирование“. ;67_80_414.jpg;67_80_414.jpg
BoneTrust;трансферы;;280-104000 Cone Plus;280-104000-cone-plus;Слепочный трансфер по технологии „Pепозиционирование“. ;67_84_636.jpg;67_84_636.jpg
BoneTrust;трансферы;;280-103400 Cone Plus;280-103400-cone-plus;Слепочный трансфер по технологии „Pепозиционирование“. ;67_50_553.jpg;67_50_553.jpg
BoneTrust;трансферы;;280-103000 Cone Plus;280-103000-cone-plus;Слепочный трансфер по технологии „Pепозиционирование“. ;67_76_835.jpg;67_76_835.jpg
BoneTrust Mini;инструменты;;191-001300 MINI;191-001300-mini;Сверло для предварительного сверления 1,3 мм ;rmt492349266273713751.jpg;rmt492349266273713751.jpg
BoneTrust Mini;инструменты;;190-101209 MINI;190-101209-mini;Отвертка шестигранная 0,9 мм ;rmt1536872999778978588.jpg;rmt1536872999778978588.jpg
BoneTrust Mini;инструменты;;190-101250 mini;190-101250-mini;Имплантоввод, инструмент для установки колена/переходника;prothetiktray_instrumente_460x3803.jpg;prothetiktray_instrumente_460x3803.jpg
